age,genre,revenu_mensuel,statut_marital,departement,poste,nombre_experiences_precedentes,nombre_heures_travailless,annee_experience_totale,annees_dans_l_entreprise,annees_dans_le_poste_actuel,satisfaction_employee_environnement,note_evaluation_precedente,niveau_hierarchique_poste,satisfaction_employee_nature_travail,satisfaction_employee_equipe,satisfaction_employee_equilibre_pro_perso,note_evaluation_actuelle,heure_supplementaires,augementation_salaire_precedente,nombre_participation_pee,nb_formations_suivies,nombre_employee_sous_responsabilite,code_sondage,distance_domicile_travail,niveau_education,domaine_etude,ayant_enfants,frequence_deplacement,annees_depuis_la_derniere_promotion,annes_sous_responsable_actuel,has_left
40,M,16437,Célibataire,Ressources Humaines,Senior Manager,1,80,21,21,7,3,3,4,4,4,3,4,Oui,21 %,0,2,1,1550,6,2,Transformation Digitale,Y,Occasionnel,7,7,0
24,M,2296,Divorcé(e),Consulting,Consultant,0,80,2,1,1,3,2,1,1,2,3,3,Non,14 %,3,3,1,1551,21,2,Entrepreunariat,Y,Occasionnel,0,0,0
40,M,4069,Divorcé(e),Consulting,Manager,3,80,8,2,2,4,3,2,4,3,3,3,Oui,18 %,0,2,1,1552,8,2,Infra & Cloud,Y,Aucun,2,2,0
45,M,7441,Divorcé(e),Consulting,Manager,1,80,10,10,8,1,3,3,2,1,3,3,Non,12 %,3,4,1,1553,1,4,Entrepreunariat,Y,Occasionnel,7,7,0
35,F,2430,Marié(e),Commercial,Représentant Commercial,0,80,6,5,3,2,2,1,3,1,3,4,Non,23 %,2,5,1,1554,28,4,Infra & Cloud,Y,Occasionnel,4,2,0
32,F,5878,Marié(e),Consulting,Assistant de Direction,3,80,12,7,1,4,2,2,2,1,3,3,Non,12 %,1,2,1,1555,5,2,Infra & Cloud,Y,Occasionnel,2,5,0
36,M,2644,Célibataire,Commercial,Représentant Commercial,3,80,7,3,2,3,3,1,4,4,2,4,Oui,21 %,0,3,1,1556,2,4,Infra & Cloud,Y,Occasionnel,1,2,0
48,F,6439,Divorcé(e),Commercial,Cadre Commercial,8,80,18,8,7,3,3,2,3,3,3,3,Non,14 %,1,2,1,1557,16,4,Infra & Cloud,Y,Occasionnel,7,7,0
29,M,2451,Marié(e),Consulting,Assistant de Direction,6,80,5,1,0,3,4,1,3,1,2,3,Non,18 %,2,2,1,1558,9,3,Infra & Cloud,Y,Occasionnel,0,0,0
33,M,6392,Marié(e),Commercial,Cadre Commercial,2,80,8,2,2,1,3,2,1,4,1,3,Non,13 %,1,6,1,1560,8,4,Infra & Cloud,Y,Occasionnel,2,2,0
30,M,9714,Marié(e),Commercial,Cadre Commercial,1,80,10,10,8,2,2,2,1,4,3,3,Non,11 %,1,4,1,1562,1,3,Infra & Cloud,Y,Occasionnel,6,7,1
38,M,6077,Marié(e),Ressources Humaines,Ressources Humaines,3,80,10,6,3,3,3,2,3,3,3,3,Non,11 %,0,2,1,1563,10,4,Ressources Humaines,Y,Frequent,1,2,0
35,M,2450,Célibataire,Consulting,Consultant,1,80,3,3,0,4,2,1,1,2,3,3,Non,19 %,0,3,1,1564,1,3,Transformation Digitale,Y,Occasionnel,1,2,0
30,M,9250,Marié(e),Commercial,Cadre Commercial,3,80,9,4,2,3,3,3,2,2,3,3,Non,12 %,1,3,1,1568,29,4,Entrepreunariat,Y,Occasionnel,1,3,0
35,F,2074,Divorcé(e),Consulting,Consultant,1,80,1,1,0,1,3,1,1,4,3,3,Oui,12 %,1,2,1,1569,2,3,Infra & Cloud,Y,Occasionnel,0,0,1
53,F,10169,Marié(e),Consulting,Tech Lead,0,80,34,33,7,3,2,3,4,2,3,3,Non,16 %,1,4,1,1572,2,5,Entrepreunariat,Y,Occasionnel,1,9,1
38,M,4855,Marié(e),Consulting,Tech Lead,4,80,7,5,2,3,3,2,2,1,3,3,Non,11 %,2,2,1,1573,2,3,Transformation Digitale,Y,Occasionnel,1,4,1
32,M,4087,Marié(e),Consulting,Assistant de Direction,4,80,9,6,5,4,3,2,1,2,2,3,Non,14 %,1,3,1,1574,1,4,Entrepreunariat,Y,Aucun,1,2,0
48,F,2367,Marié(e),Consulting,Assistant de Direction,8,80,10,8,2,3,3,1,1,4,2,3,Non,12 %,1,3,1,1576,15,4,Autre,Y,Occasionnel,7,6,0
34,M,2972,Célibataire,Consulting,Assistant de Direction,1,80,1,1,0,1,3,1,4,3,1,3,Non,13 %,0,4,1,1577,7,4,Transformation Digitale,Y,Occasionnel,0,0,0
55,M,19586,Marié(e),Commercial,Senior Manager,1,80,36,36,6,3,2,5,4,3,3,4,Non,21 %,1,3,1,1578,26,5,Marketing,Y,Occasionnel,2,13,0
34,M,5484,Marié(e),Consulting,Assistant de Direction,9,80,9,2,2,2,3,2,4,2,2,3,Non,17 %,1,3,1,1580,1,4,Infra & Cloud,Y,Occasionnel,2,1,0
26,F,2061,Marié(e),Consulting,Assistant de Direction,1,80,1,1,0,1,3,1,4,1,3,4,Non,21 %,0,5,1,1581,3,3,Infra & Cloud,Y,Occasionnel,0,0,0
38,M,9924,Marié(e),Commercial,Cadre Commercial,0,80,10,9,8,3,3,2,2,4,3,3,Non,11 %,1,3,1,1582,14,3,Infra & Cloud,Y,Occasionnel,7,7,0
38,F,4198,Célibataire,Commercial,Cadre Commercial,2,80,8,3,2,2,3,2,2,2,4,3,Non,12 %,0,5,1,1583,16,3,Infra & Cloud,Y,Occasionnel,1,2,0
36,F,6815,Célibataire,Commercial,Cadre Commercial,6,80,15,1,0,2,3,2,3,1,3,3,Non,13 %,0,5,1,1585,1,4,Infra & Cloud,Y,Occasionnel,0,0,0
29,M,4723,Célibataire,Consulting,Consultant,1,80,10,10,9,2,3,1,1,4,3,3,Oui,18 %,0,3,1,1586,3,1,Transformation Digitale,Y,Occasionnel,1,5,0
35,F,6142,Célibataire,Consulting,Manager,3,80,10,5,2,1,3,2,3,3,3,3,Oui,16 %,0,4,1,1587,10,4,Transformation Digitale,Y,Occasionnel,0,4,0
39,M,8237,Marié(e),Commercial,Cadre Commercial,2,80,11,7,6,4,4,3,3,1,3,3,Non,11 %,1,3,1,1588,6,3,Transformation Digitale,Y,Occasionnel,7,6,0
29,M,8853,Divorcé(e),Consulting,Manager,1,80,6,6,4,1,3,2,4,4,4,3,Non,19 %,1,0,1,1590,2,1,Infra & Cloud,Y,Frequent,1,3,0
50,M,19331,Marié(e),Commercial,Senior Manager,4,80,27,1,0,3,3,5,3,3,3,3,Oui,16 %,1,2,1,1591,9,3,Marketing,Y,Occasionnel,0,0,0
23,M,2073,Marié(e),Consulting,Assistant de Direction,2,80,4,2,2,4,4,1,3,4,3,3,Non,16 %,1,2,1,1592,10,3,Entrepreunariat,Y,Occasionnel,2,2,0
36,M,5562,Marié(e),Consulting,Consultant,3,80,9,3,2,1,4,2,1,4,3,3,Oui,13 %,1,3,1,1594,6,4,Infra & Cloud,Y,Frequent,0,2,0
42,M,19613,Célibataire,Consulting,Senior Manager,8,80,24,1,0,4,2,5,4,4,3,4,Non,22 %,0,2,1,1595,9,2,Autre,Y,Occasionnel,0,1,0
35,M,3407,Marié(e),Consulting,Consultant,1,80,10,10,9,2,4,2,3,4,2,3,Non,17 %,2,3,1,1596,28,3,Infra & Cloud,Y,Occasionnel,6,8,0
34,M,5063,Marié(e),Consulting,Manager,1,80,8,8,2,4,2,2,3,2,2,3,Non,14 %,1,3,1,1597,10,4,Entrepreunariat,Y,Frequent,7,7,0
40,F,4639,Marié(e),Commercial,Cadre Commercial,1,80,5,5,4,4,3,2,1,3,3,3,Non,15 %,1,2,1,1598,14,2,Infra & Cloud,Y,Occasionnel,1,2,0
43,M,4876,Divorcé(e),Consulting,Consultant,5,80,8,6,4,4,4,1,2,3,3,3,Non,12 %,1,0,1,1599,27,3,Entrepreunariat,Y,Occasionnel,0,2,0
35,M,2690,Marié(e),Consulting,Consultant,1,80,1,1,0,3,2,1,4,4,2,3,Non,18 %,1,5,1,1601,7,2,Infra & Cloud,Y,Occasionnel,0,1,0
46,M,17567,Célibataire,Commercial,Senior Manager,1,80,27,26,0,4,4,4,1,2,1,3,Non,15 %,0,5,1,1602,1,4,Infra & Cloud,Y,Occasionnel,0,12,0
28,M,2408,Marié(e),Consulting,Consultant,1,80,1,1,1,3,3,1,2,3,3,3,Oui,17 %,3,3,1,1604,24,3,Transformation Digitale,Y,Occasionnel,0,0,1
22,F,2814,Marié(e),Consulting,Assistant de Direction,1,80,4,4,2,2,2,1,3,2,2,3,Oui,14 %,0,2,1,1605,26,2,Autre,Y,Aucun,1,3,0
50,M,11245,Marié(e),Consulting,Manager,2,80,32,30,8,2,3,4,3,3,3,3,Oui,15 %,1,3,1,1606,20,5,Transformation Digitale,Y,Frequent,12,13,0
32,F,3312,Marié(e),Consulting,Assistant de Direction,3,80,6,3,2,2,4,1,4,4,3,3,Non,17 %,2,3,1,1607,5,4,Autre,Y,Occasionnel,0,2,0
44,F,19049,Divorcé(e),Consulting,Directeur Technique,0,80,23,22,7,2,3,5,4,4,2,3,Oui,14 %,1,4,1,1608,7,3,Transformation Digitale,Y,Occasionnel,1,10,0
30,M,2141,Marié(e),Consulting,Assistant de Direction,1,80,6,6,4,2,2,1,2,2,2,3,Non,12 %,1,3,1,1609,7,3,Transformation Digitale,Y,Occasionnel,1,1,0
45,F,5769,Célibataire,Consulting,Consultant,1,80,10,10,7,3,1,2,1,1,3,3,Oui,14 %,0,3,1,1611,5,5,Transformation Digitale,Y,Occasionnel,1,4,0
45,M,4385,Marié(e),Commercial,Cadre Commercial,1,80,10,10,7,1,2,2,1,1,3,3,Non,15 %,1,2,1,1612,26,3,Marketing,Y,Aucun,4,5,0
31,M,5332,Célibataire,Commercial,Cadre Commercial,7,80,10,5,2,4,3,2,1,4,3,3,Non,13 %,0,3,1,1613,2,4,Autre,Y,Frequent,0,3,0
36,F,4663,Marié(e),Consulting,Tech Lead,9,80,7,3,2,3,3,2,3,2,3,3,Oui,12 %,2,2,1,1614,12,4,Infra & Cloud,Y,Occasionnel,1,1,0
34,M,4724,Divorcé(e),Consulting,Tech Lead,1,80,9,9,7,3,4,2,4,1,3,3,Non,13 %,1,3,1,1615,10,4,Infra & Cloud,Y,Frequent,7,2,0
49,F,3211,Marié(e),Consulting,Consultant,1,80,10,9,6,3,3,1,1,4,2,3,Non,14 %,1,3,1,1617,25,4,Infra & Cloud,Y,Occasionnel,1,4,0
39,M,5377,Marié(e),Consulting,Tech Lead,2,80,10,7,7,2,3,2,1,4,3,3,Non,13 %,3,3,1,1618,10,5,Transformation Digitale,Y,Occasionnel,7,7,0
27,M,4066,Divorcé(e),Consulting,Consultant,1,80,7,7,7,4,2,1,1,1,3,3,Non,11 %,2,3,1,1619,19,3,Autre,Y,Occasionnel,0,7,0
35,M,5208,Marié(e),Consulting,Assistant de Direction,1,80,16,16,15,2,4,2,1,4,3,3,Non,11 %,0,2,1,1621,18,5,Infra & Cloud,Y,Occasionnel,1,10,0
28,F,4877,Divorcé(e),Consulting,Tech Lead,0,80,6,5,3,2,1,2,1,2,2,4,Non,21 %,1,5,1,1622,27,3,Transformation Digitale,Y,Occasionnel,0,0,0
21,M,3117,Célibataire,Consulting,Assistant de Direction,1,80,3,2,2,3,3,1,4,3,3,3,Non,18 %,0,2,1,1623,5,1,Transformation Digitale,Y,Occasionnel,2,2,0
18,F,1569,Célibataire,Commercial,Représentant Commercial,1,80,0,0,0,2,3,1,4,3,4,3,Oui,12 %,0,2,1,1624,3,2,Transformation Digitale,Y,Frequent,0,0,1
47,F,19658,Marié(e),Ressources Humaines,Senior Manager,3,80,27,5,2,4,3,5,3,3,3,3,Non,11 %,1,2,1,1625,26,4,Infra & Cloud,Y,Occasionnel,1,0,0
39,M,3069,Divorcé(e),Consulting,Consultant,0,80,11,10,8,3,2,2,3,4,3,3,Non,15 %,1,3,1,1627,3,2,Transformation Digitale,Y,Occasionnel,0,7,0
40,F,10435,Marié(e),Consulting,Tech Lead,1,80,18,18,15,1,2,3,3,4,3,3,Non,13 %,2,2,1,1628,15,3,Infra & Cloud,Y,Occasionnel,14,12,0
35,F,4148,Marié(e),Consulting,Manager,1,80,15,14,11,3,3,2,3,4,3,3,Non,12 %,1,5,1,1630,8,4,Infra & Cloud,Y,Aucun,2,9,0
37,M,5768,Marié(e),Consulting,Tech Lead,3,80,9,4,3,3,3,2,3,1,2,3,Non,17 %,3,2,1,1631,19,3,Infra & Cloud,Y,Occasionnel,0,2,0
39,F,5042,Célibataire,Consulting,Tech Lead,0,80,10,9,2,1,3,2,3,4,1,3,Non,13 %,0,2,1,1633,4,3,Transformation Digitale,Y,Frequent,3,8,0
45,F,5770,Divorcé(e),Consulting,Tech Lead,1,80,10,10,7,4,2,2,4,1,3,3,Non,19 %,2,3,1,1635,2,2,Autre,Y,Occasionnel,3,9,0
38,F,7756,Marié(e),Consulting,Tech Lead,3,80,10,5,4,4,2,3,3,4,4,3,Oui,19 %,1,6,1,1638,2,2,Transformation Digitale,Y,Occasionnel,0,2,0
35,M,10306,Marié(e),Commercial,Cadre Commercial,9,80,15,13,12,4,2,3,1,3,3,3,Non,17 %,0,3,1,1639,10,3,Transformation Digitale,Y,Occasionnel,6,0,1
37,F,3936,Marié(e),Consulting,Assistant de Direction,1,80,8,8,4,2,3,1,2,1,1,3,Non,11 %,1,2,1,1640,10,3,Transformation Digitale,Y,Occasionnel,7,7,0
40,F,7945,Célibataire,Consulting,Tech Lead,6,80,18,4,2,3,3,3,4,4,2,3,Oui,15 %,0,2,1,1641,16,3,Infra & Cloud,Y,Occasionnel,3,3,0
44,M,5743,Marié(e),Ressources Humaines,Ressources Humaines,4,80,14,10,7,1,3,2,4,3,3,3,Oui,11 %,0,3,1,1642,1,5,Ressources Humaines,Y,Frequent,0,2,0
48,M,15202,Marié(e),Consulting,Senior Manager,2,80,23,2,2,3,2,4,4,2,3,4,Non,25 %,1,3,1,1644,4,5,Transformation Digitale,Y,Frequent,2,2,0
35,M,5440,Divorcé(e),Commercial,Cadre Commercial,6,80,7,2,2,1,1,2,4,4,2,3,Oui,14 %,2,2,1,1645,15,2,Transformation Digitale,Y,Occasionnel,2,2,1
24,F,3760,Célibataire,Consulting,Assistant de Direction,1,80,6,6,3,1,3,1,4,3,3,3,Oui,13 %,0,2,1,1646,2,1,Entrepreunariat,Y,Frequent,1,3,0
27,F,3517,Marié(e),Consulting,Assistant de Direction,7,80,5,3,2,2,4,1,3,1,3,3,Non,17 %,0,0,1,1647,8,3,Transformation Digitale,Y,Occasionnel,0,2,0
27,M,2580,Célibataire,Consulting,Assistant de Direction,2,80,6,4,2,4,3,1,4,3,2,3,Non,13 %,0,0,1,1648,2,3,Transformation Digitale,Y,Frequent,1,2,0
40,M,2166,Célibataire,Consulting,Consultant,3,80,10,4,2,1,3,1,1,2,1,3,Oui,14 %,0,3,1,1649,7,3,Infra & Cloud,Y,Occasionnel,0,3,1
29,M,5869,Célibataire,Commercial,Cadre Commercial,9,80,8,5,2,3,2,2,3,3,3,3,Non,11 %,0,2,1,1650,10,3,Transformation Digitale,Y,Occasionnel,1,4,0
36,F,8008,Marié(e),Consulting,Manager,4,80,9,3,2,2,3,3,1,3,3,3,Non,12 %,2,6,1,1651,5,4,Infra & Cloud,Y,Occasionnel,0,2,0
25,M,5206,Divorcé(e),Consulting,Tech Lead,1,80,7,7,7,4,4,2,3,3,3,3,Non,17 %,2,6,1,1653,2,1,Infra & Cloud,Y,Frequent,0,7,0
39,M,5295,Marié(e),Consulting,Tech Lead,4,80,7,5,4,4,3,2,2,3,3,4,Non,21 %,0,3,1,1654,12,3,Transformation Digitale,Y,Occasionnel,1,0,0
49,F,16413,Marié(e),Consulting,Directeur Technique,3,80,27,4,2,1,3,4,2,2,3,3,Non,16 %,2,2,1,1655,22,4,Autre,Y,Occasionnel,1,2,0
50,F,13269,Divorcé(e),Consulting,Directeur Technique,5,80,19,14,11,4,2,3,1,3,3,3,Non,15 %,3,3,1,1656,17,5,Infra & Cloud,Y,Occasionnel,1,11,0
20,F,2783,Célibataire,Commercial,Représentant Commercial,1,80,2,2,2,3,3,1,3,1,3,3,Non,19 %,0,3,1,1657,2,3,Transformation Digitale,Y,Occasionnel,2,2,0
34,F,5433,Divorcé(e),Consulting,Assistant de Direction,1,80,11,11,8,4,3,2,2,3,3,3,Non,12 %,1,2,1,1658,3,3,Infra & Cloud,Y,Occasionnel,7,9,0
36,M,2013,Célibataire,Consulting,Consultant,2,80,15,4,3,1,3,1,2,3,3,3,Non,11 %,0,4,1,1659,7,3,Infra & Cloud,Y,Occasionnel,1,3,0
49,F,13966,Marié(e),Consulting,Manager,2,80,30,15,11,3,2,4,3,2,3,3,Oui,19 %,1,3,1,1661,6,1,Infra & Cloud,Y,Occasionnel,2,12,0
36,F,4374,Marié(e),Consulting,Tech Lead,0,80,4,3,2,4,2,2,3,3,3,3,Non,15 %,0,6,1,1662,1,4,Transformation Digitale,Y,Aucun,1,2,0
36,M,6842,Divorcé(e),Consulting,Manager,6,80,13,5,4,4,4,2,1,1,3,4,Non,20 %,1,3,1,1664,3,2,Infra & Cloud,Y,Occasionnel,0,4,0
54,F,17426,Marié(e),Consulting,Senior Manager,3,80,36,10,8,2,3,4,3,3,3,4,Non,25 %,1,6,1,1665,22,5,Transformation Digitale,Y,Occasionnel,4,7,0
43,M,17603,Marié(e),Consulting,Directeur Technique,1,80,14,14,10,3,2,4,3,1,3,4,Non,24 %,1,3,1,1666,15,2,Infra & Cloud,Y,Occasionnel,6,11,0
35,M,4581,Célibataire,Commercial,Cadre Commercial,3,80,13,11,9,4,3,2,4,1,4,4,Oui,24 %,0,2,1,1667,12,4,Autre,Y,Frequent,6,7,1
38,M,4735,Marié(e),Consulting,Assistant de Direction,7,80,19,13,11,4,3,2,4,4,4,3,Non,15 %,2,4,1,1668,1,3,Infra & Cloud,Y,Frequent,2,9,0
29,M,4187,Divorcé(e),Commercial,Cadre Commercial,1,80,10,10,0,1,2,2,2,2,2,3,Oui,13 %,1,3,1,1669,5,3,Transformation Digitale,Y,Occasionnel,0,9,0
33,M,5505,Divorcé(e),Commercial,Cadre Commercial,1,80,6,6,2,4,3,2,4,3,3,3,Non,14 %,2,5,1,1670,2,4,Transformation Digitale,Y,Occasionnel,0,4,0
32,M,5470,Divorcé(e),Consulting,Assistant de Direction,0,80,10,9,5,4,3,2,2,3,2,3,Non,13 %,2,4,1,1671,2,3,Transformation Digitale,Y,Occasionnel,1,6,0
31,F,5476,Marié(e),Commercial,Cadre Commercial,1,80,10,10,0,1,3,2,4,1,3,3,Non,11 %,2,2,1,1673,5,4,Infra & Cloud,Y,Occasionnel,0,2,0
49,F,2587,Divorcé(e),Consulting,Consultant,4,80,17,2,2,4,3,1,1,2,2,3,Oui,16 %,1,2,1,1674,16,3,Transformation Digitale,Y,Occasionnel,2,2,0
38,F,2440,Célibataire,Consulting,Consultant,1,80,4,4,3,4,2,1,2,2,3,4,Non,22 %,0,3,1,1675,2,3,Transformation Digitale,Y,Frequent,3,3,0
47,F,15972,Divorcé(e),Commercial,Senior Manager,6,80,29,3,2,2,4,4,2,3,3,3,Non,14 %,3,2,1,1676,2,4,Infra & Cloud,Y,Occasionnel,1,2,0
49,M,15379,Célibataire,Consulting,Senior Manager,4,80,23,8,7,3,3,4,3,1,3,3,Non,14 %,0,2,1,1677,1,3,Infra & Cloud,Y,Occasionnel,0,0,0
41,M,7082,Célibataire,Commercial,Cadre Commercial,3,80,21,2,0,4,3,3,3,4,3,3,Oui,16 %,0,2,1,1678,23,2,Infra & Cloud,Y,Occasionnel,0,2,0
20,M,2728,Célibataire,Commercial,Représentant Commercial,1,80,2,2,2,4,3,1,1,1,3,3,Non,11 %,0,3,1,1680,9,1,Infra & Cloud,Y,Occasionnel,0,2,0
33,F,5368,Divorcé(e),Commercial,Cadre Commercial,1,80,7,6,5,3,3,2,4,3,3,4,Oui,25 %,1,2,1,1681,16,3,Infra & Cloud,Y,Aucun,1,2,0
36,M,5347,Marié(e),Consulting,Manager,6,80,10,3,2,1,3,2,3,2,2,3,Non,14 %,2,2,1,1682,26,4,Infra & Cloud,Y,Occasionnel,0,2,0
44,F,3195,Divorcé(e),Ressources Humaines,Ressources Humaines,4,80,8,2,2,3,3,1,4,1,3,3,Oui,18 %,3,2,1,1683,1,3,Infra & Cloud,Y,Occasionnel,2,2,0
23,M,3989,Célibataire,Consulting,Consultant,1,80,5,5,4,4,2,1,3,1,3,3,Oui,11 %,0,2,1,1684,8,1,Transformation Digitale,Y,Occasionnel,1,2,1
38,F,3306,Marié(e),Consulting,Consultant,7,80,7,0,0,4,3,1,3,4,2,3,Non,19 %,1,5,1,1687,4,2,Transformation Digitale,Y,Occasionnel,0,0,0
53,M,7005,Marié(e),Consulting,Manager,3,80,11,4,3,2,4,3,4,3,3,3,Non,15 %,0,2,1,1689,24,4,Transformation Digitale,Y,Occasionnel,1,2,0
48,F,2655,Marié(e),Commercial,Représentant Commercial,2,80,19,9,7,4,3,1,3,3,3,3,Oui,11 %,2,3,1,1691,7,2,Transformation Digitale,Y,Frequent,7,7,1
32,M,1393,Célibataire,Consulting,Consultant,1,80,1,1,0,4,3,1,2,1,3,3,Non,12 %,0,2,1,1692,2,4,Infra & Cloud,Y,Occasionnel,0,0,1
26,M,2570,Célibataire,Consulting,Consultant,1,80,7,7,7,4,3,1,4,3,3,4,Non,20 %,0,5,1,1693,7,3,Transformation Digitale,Y,Aucun,5,7,0
55,M,3537,Divorcé(e),Consulting,Assistant de Direction,5,80,8,4,2,1,2,1,2,4,3,3,Non,12 %,1,1,1,1694,22,3,Entrepreunariat,Y,Occasionnel,1,2,0
34,M,3986,Marié(e),Consulting,Consultant,1,80,15,15,10,2,2,2,4,3,4,3,Non,14 %,1,3,1,1696,5,2,Transformation Digitale,Y,Occasionnel,4,13,0
60,M,10883,Divorcé(e),Consulting,Manager,3,80,19,1,0,3,1,3,4,3,4,4,Non,20 %,1,2,1,1697,1,4,Transformation Digitale,Y,Occasionnel,0,0,0
33,M,2028,Marié(e),Consulting,Consultant,1,80,14,14,11,2,4,1,2,4,3,3,Non,18 %,3,6,1,1698,21,3,Transformation Digitale,Y,Occasionnel,2,13,0
37,M,9525,Divorcé(e),Commercial,Cadre Commercial,1,80,6,6,3,3,1,2,4,3,2,3,Non,14 %,2,2,1,1700,1,4,Transformation Digitale,Y,Frequent,1,3,0
34,F,2929,Marié(e),Consulting,Assistant de Direction,1,80,10,10,9,2,2,1,4,2,3,3,Non,12 %,0,3,1,1701,19,3,Infra & Cloud,Y,Occasionnel,8,7,0
23,M,2275,Divorcé(e),Commercial,Représentant Commercial,1,80,3,3,2,3,3,1,4,2,3,4,Oui,21 %,1,2,1,1702,7,3,Infra & Cloud,Y,Occasionnel,0,2,1
44,F,7879,Marié(e),Consulting,Manager,1,80,9,8,7,3,4,3,4,2,3,3,Oui,19 %,1,2,1,1703,2,3,Infra & Cloud,Y,Occasionnel,6,7,0
35,M,4930,Célibataire,Consulting,Assistant de Direction,0,80,6,5,4,1,2,1,4,3,4,3,Oui,14 %,0,2,1,1704,2,4,Transformation Digitale,Y,Frequent,1,4,0
43,M,7847,Marié(e),Commercial,Cadre Commercial,1,80,10,10,9,4,3,2,4,1,3,3,Oui,17 %,1,3,1,1706,2,3,Transformation Digitale,Y,Occasionnel,8,8,0
24,M,4401,Marié(e),Consulting,Assistant de Direction,1,80,5,5,3,3,4,1,3,4,3,3,Non,16 %,1,1,1,1707,9,3,Transformation Digitale,Y,Occasionnel,0,4,0
41,M,9241,Célibataire,Commercial,Cadre Commercial,1,80,10,10,8,4,3,3,3,2,3,3,Non,12 %,0,3,1,1708,6,3,Marketing,Y,Occasionnel,8,7,0
29,F,2974,Marié(e),Consulting,Consultant,9,80,9,5,3,4,3,1,3,3,3,3,Non,17 %,1,2,1,1709,9,4,Transformation Digitale,Y,Occasionnel,1,2,0
36,F,4502,Célibataire,Commercial,Représentant Commercial,3,80,17,13,7,3,3,2,4,3,2,3,Non,15 %,0,2,1,1710,2,4,Infra & Cloud,Y,Occasionnel,6,7,0
45,M,10748,Marié(e),Consulting,Manager,3,80,25,23,15,3,2,3,3,4,2,4,Non,23 %,1,3,1,1712,1,1,Infra & Cloud,Y,Aucun,14,4,0
24,M,1555,Marié(e),Ressources Humaines,Ressources Humaines,1,80,1,1,0,4,1,1,3,3,3,3,Non,11 %,1,2,1,1714,22,1,Ressources Humaines,Y,Occasionnel,0,0,1
47,M,12936,Marié(e),Commercial,Cadre Commercial,7,80,25,23,5,3,1,4,3,3,1,3,Non,11 %,0,3,1,1716,9,3,Infra & Cloud,Y,Frequent,14,10,1
26,M,2305,Marié(e),Consulting,Consultant,1,80,3,3,2,4,1,1,3,3,4,3,Non,15 %,3,3,1,1718,17,4,Transformation Digitale,Y,Occasionnel,0,2,0
45,F,16704,Célibataire,Consulting,Directeur Technique,1,80,21,21,6,4,2,4,2,3,3,3,Non,11 %,0,2,1,1719,28,2,Entrepreunariat,Y,Occasionnel,8,6,0
32,M,3433,Marié(e),Consulting,Assistant de Direction,6,80,10,5,2,1,3,1,3,1,2,3,Non,13 %,1,3,1,1720,10,3,Infra & Cloud,Y,Frequent,1,3,0
31,M,3477,Marié(e),Consulting,Consultant,1,80,6,5,2,2,3,1,3,4,4,3,Non,14 %,1,2,1,1721,2,4,Infra & Cloud,Y,Occasionnel,0,3,0
41,M,6430,Marié(e),Ressources Humaines,Ressources Humaines,6,80,10,3,2,3,1,2,2,2,3,3,Non,19 %,1,4,1,1722,4,3,Ressources Humaines,Y,Aucun,1,2,0
40,F,6516,Marié(e),Consulting,Tech Lead,2,80,18,1,0,2,3,2,1,2,3,3,Oui,16 %,1,3,1,1724,8,2,Infra & Cloud,Y,Occasionnel,0,0,0
24,M,3907,Divorcé(e),Consulting,Consultant,1,80,6,6,2,2,3,1,1,2,4,3,Non,13 %,3,2,1,1725,29,1,Transformation Digitale,Y,Occasionnel,1,2,0
46,M,5562,Célibataire,Consulting,Manager,6,80,19,10,7,3,3,2,2,4,3,3,Non,14 %,0,3,1,1727,13,4,Infra & Cloud,Y,Occasionnel,0,9,0
35,M,6883,Marié(e),Consulting,Tech Lead,2,80,17,7,7,4,3,2,3,2,3,3,Non,16 %,1,3,1,1728,27,4,Infra & Cloud,Y,Occasionnel,0,7,0
30,M,2862,Marié(e),Consulting,Assistant de Direction,1,80,10,10,0,2,3,1,4,2,2,3,Non,12 %,1,2,1,1729,16,1,Infra & Cloud,Y,Occasionnel,0,8,0
47,M,4978,Marié(e),Commercial,Cadre Commercial,7,80,4,1,0,3,3,2,2,4,1,3,Non,11 %,1,3,1,1731,2,4,Marketing,Y,Aucun,0,0,0
46,M,10368,Divorcé(e),Commercial,Cadre Commercial,4,80,13,10,6,3,3,3,4,2,2,3,Oui,12 %,1,5,1,1732,2,3,Infra & Cloud,Y,Occasionnel,0,3,0
36,M,6134,Divorcé(e),Commercial,Cadre Commercial,5,80,16,2,2,2,2,2,1,2,3,3,Oui,13 %,3,3,1,1733,13,5,Marketing,Y,Occasionnel,2,2,1
32,M,6735,Célibataire,Commercial,Cadre Commercial,6,80,10,0,0,1,1,2,2,2,3,3,Non,15 %,0,2,1,1734,1,2,Infra & Cloud,Y,Occasionnel,0,0,1
23,F,3295,Célibataire,Consulting,Consultant,1,80,3,3,2,3,3,1,2,3,1,3,Non,13 %,0,3,1,1735,4,1,Transformation Digitale,Y,Occasionnel,1,2,0
31,F,5238,Célibataire,Consulting,Tech Lead,2,80,9,5,4,4,3,2,4,4,2,4,Non,20 %,0,3,1,1736,24,1,Entrepreunariat,Y,Frequent,1,4,0
39,M,6472,Marié(e),Consulting,Consultant,1,80,9,9,8,4,3,2,4,4,3,3,Oui,15 %,1,2,1,1737,1,3,Infra & Cloud,Y,Aucun,5,8,0
